句子,关键词位置,原始关键词,对立关键词
很快，组织方中国儿童少年基金会发表声明回应，称“春蕾一帮一助学”项目本批次资助的1267名高中生中确有453名为男生。,"[56, 58]",男,女
很长一段时间里，放学后的操场上多了个“孩子王”，领着几个男生打篮球，常打到太阳落山。,"[28, 30]",男,女
情侣吵架，到底应该谁错谁道歉，还是男生先道歉？,"[17, 19]",男,女
戏剧影视灯光与音响招考方向只招男生。,"[27, 29]",男,女
我一直挺喜欢的一个男生，我也多少向对方暗示过，可是我所有的暗示和在对方面前有意识表现出的完美，对方都视而不见。,"[9, 11]",男,女
我们学校男生700多人，参加足球兴趣班的就有300多人。,"[5, 7]",男,女
我们循着老师的声音转过去，只见一个平时调皮的男生慌张地站了起来，结结巴巴地说：“我……”袁老师冷笑一声：“敢做不敢当，是吧”？,"[23, 25]",男,女
我便径直去学校操场找人，发现那十来个男生正在操场上“撒欢儿”呢，吱哇怪叫地在打篮球。,"[18, 20]",男,女
我学分绩点很高，英语中上，感觉入围没问题，但最终我落选了，两个学分绩点和英语能力都不如我的男生入围了。,"[45, 47]",男,女
我家的大二男生，不高不矮，不胖不瘦，除了脸大，没毛病。,"[5, 7]",男,女
我对我妈说，我喜欢一个很优秀的男生，但是感觉没有机会。,"[16, 18]",男,女
我工作好几年了，家里给我介绍了一个男生。,"[17, 19]",男,女
我想每一个男生都会这样，就是有这种爱国情怀。,"[5, 7]",男,女
我班男生每年都有不一样的惊喜在等着我，就像一个大家庭一样。,"[2, 4]",男,女
我虽不认为每个男生都应该学会敷面膜或是定期清理眉毛和鼻毛，但最基本的干净整洁应该做到。,"[7, 9]",男,女
我观察了很久，现在大学生尤其是男生的体质真的很让人担心，在耐力、爆发力上表现都很差，甚至很多人连投球都投不进。,"[16, 18]",男,女
我觉得男生可以精致一点，平时生活中也需要注重保养。,"[4, 6]",男,女
我觉得男生当幼儿教师挺好的，而且我的父母也很支持我的选择。,"[3, 5]",男,女
我跑过去看时，那男生左门牙位置只剩一小段牙根，血珠噼啪滴到干裂的嘴唇上，平时挺灵气的模样整个乱套了。,"[8, 10]",男,女
我这当爹的顿时松了一口气，这个初一的男生还算理智，没有整得满班风雨。,"[18, 20]",男,女
我那时还在上班当白领，办公室里男生就喜欢聊聊历史。,"[16, 18]",男,女
我问旁边的一个小男生：“今天早上的饭菜怎么样”？,"[8, 10]",男,女
所以只要把明星当成梦中情人了，身边那些小男生咋看咋不顺眼，自然“恋”不起来。,"[20, 22]",男,女
报告显示，福州共享单车的骑行人群，男生更多，而25岁到34岁的骑行人群最为庞大，达到四成。,"[34, 36]",男,女
担心好不容易腾出来的专业时间就这样荒废了，所以我在房间里寻觅了一圈，终于发现一个瘦瘦小小的男生手里拿着我这本书。,"[45, 47]",男,女
按照这个标准，我和这个男生中间，相隔了差不多三个代沟。,"[11, 13]",男,女
捐助者的较真，矛头并非是要指向受助的男生，而是要指向这背后的基金会执行者。,"[18, 20]",男,女
据悉，2020年度空军招飞面向我省普通高中应往届毕业男生招生。,"[26, 28]",男,女
据现场招聘负责人介绍，与往年相比，今年报考空乘岗位的男生增加，达到了40%左右。,"[26, 28]",男,女
据红星新闻报道说：该男生因为在校内违反规定骑自行车，被老师教育，所以怀恨在心。,"[10, 12]",男,女
据调查，师范院校中男生比例仅占30%左右。,"[9, 11]",男,女
接下来男生顺利通过前两关，却在第三关折戟。,"[3, 5]",男,女
推着王老师去上课的，是两个六年级男生。,"[16, 18]",男,女
操场边那个个子高高瘦瘦的男生就是我班的“飞毛腿”小丁。,"[12, 14]",男,女
数据还显示，父母对男生玩游戏管教更多，多采用强硬的监控方式。,"[9, 11]",男,女
文案里，有资格拿到适合打游戏的键盘的人，似乎只是男生。,"[24, 26]",男,女
既然12岁男生救落水同学溺亡符合见义勇为行为条件，那么就不应该以其未成年人的特殊身份而拒绝对其认定见义勇为行为。,"[5, 7]",男,女
星期一上班的路上，路过一所中学，穿着蓝白相间的校服的男生们三五成群地在斑马线上走着，像极了初中时的我们。,"[26, 28]",男,女
是一个男生接的电话，听着岁数不大。,"[4, 6]",男,女
晚上借宿老乡家里，几个男生把穿在身上的棉大衣一裹，并排挤在炕上睡。,"[11, 13]",男,女
晚自习时，我涂完护手霜刚放到桌子上，看到对面男生一直在看我的护手霜，我就随口问了一句：你要涂吗？,"[24, 26]",男,女
更何况，决胜脱贫攻坚在即，让男生共享贫困救助也不悖儿基会“为儿童谋福祉”的宗旨。,"[14, 16]",男,女
曾经在中学时，跟班里男生多说几句话都会担心被老师叫到办公室“喝茶”，却在18岁的夏天，高考结束后，被告知“自由了”。,"[10, 12]",男,女
最精彩的便是小周和一个五班男生的对决了。,"[14, 16]",男,女
有一名男生知道父母离婚后，开始逃课，成绩一落千丈，经常一个人跑到水边发呆。,"[3, 5]",男,女
"有一年期末考试期间,我在图书馆遇到本系一男生。","[20, 22]",男,女
有个男生读了研究生却独自去北京开西餐店，兴致勃勃，不辞辛苦，从早到晚地干，既当老板又干长工的活儿，说自己的理想就是打拼出有品牌的餐饮王国。,"[2, 4]",男,女
有个马虎的男生交卷时，卷面一坨一坨的黑。,"[5, 7]",男,女
有些出人意料的是，这位老师告诉我们，写这段文字的是班上一位心思细腻的男生。,"[34, 36]",男,女
有些岗位，比如协助公司上市之类的，都只招男生。,"[20, 22]",男,女
有位男生，高一时是以最低分被入取的，英语尤其差，入学摸底考试只得三十多分。,"[2, 4]",男,女
有次做完集体活动，男生们负责把桌子从操场搬到教室。,"[9, 11]",男,女
有的人会关切地问：“你们怎么不派个男生来，这么重的设备你背得动吗”？,"[17, 19]",男,女
有的学校内部规定男生发不过寸，大约3厘米为限。,"[8, 10]",男,女
有的男生非常喜欢晋绣，绣出来的效果也很好。,"[3, 5]",男,女
李老师就抓住这个细节大肆表扬了这位男生。,"[17, 19]",男,女
某天看到隔壁班有个男生长的不错，大家就开玩笑说去要个号，最后我去要到了。,"[9, 11]",男,女
校长检查男生长发时，一下发现了我，呵斥我，说中午放学立马将头发推成平头，否则不许上学。,"[4, 6]",男,女
植发商品销售火爆，合肥的90后男生是在植发上花费最多的。,"[15, 17]",男,女
此外，记者还注意到一个怪象，那就是在速录师中几乎看不到男生的身影。,"[28, 30]",男,女
每年的这一天，我们都会被各大高校男生做的横幅、送的礼物刷屏。,"[16, 18]",男,女
比如，义乌一名职高男生，报了一个培训课程，交了五千元学费，对方承诺再贷款三万元就可以包就业。,"[9, 11]",男,女
比如，高年级孩子喜欢打篮球，但一个班级的男生组建不起来两支球队。,"[20, 22]",男,女
江西南昌某高校男生在宿舍吃火锅染头发并发视频炫耀。,"[7, 9]",男,女
汽车、恐龙等动漫形象则成了班上男生们的“宠儿”。,"[15, 17]",男,女
没想到，这个男生立即大声反驳：“凭什么”？,"[6, 8]",男,女
游戏嘛，我照样喜欢，好像男生都喜欢玩游戏，我现在不过偶尔偷闲玩玩。,"[12, 14]",男,女
溺亡男生的父母希望能够给孩子一个“见义勇为”的荣誉称号，但有关规定却认为，不鼓励、不提倡未成年人见义勇为，因此“见义勇为”的申请暂时未得到答复。,"[2, 4]",男,女
然而，一名00后男生却多次潜入母校盗窃钱物。,"[9, 11]",男,女
然而，入学后我才发现，虽然男生有了“质”的变化，但是“数量”却急速下降。,"[13, 15]",男,女
然而，这次溺亡男生的父母为孩子申报“见义勇为”的荣誉称号，却未获得批准。,"[7, 9]",男,女
献县一初三男生与同学相约到图书馆学习，骑车到古御大道附近时，不慎剐蹭了路边一辆白色私家车，事故发生后，这两名学生没有离开，而是选择在原地等待车主出现，等人无果后留下纸条致歉并注明了联系方式。,"[24, 26]",男,女
现场进班级调查中发现，虽然临近期末，但这个班级，除了一位男生，全班同学最近晚上都在校外培训班上课。,"[28, 30]",男,女
现场，桌子上都是红色毛线，有不少学生围坐在教室里一起织围巾，其中还不乏男生也在努力学着编织。,"[36, 38]",男,女
班上练霹雳舞的有20多个男生。,"[12, 14]",男,女
班主任发现苗头后，马上将男生的家长请到学校。,"[12, 14]",男,女
班里有这样一位男生，智商绰绰有余，但个性“与众不同”。,"[7, 9]",男,女
生活中我也会选择比较有勇有谋、有担当的男生吧。,"[20, 22]",男,女
男生上下一身白，镶红边，三道蓝白手巾头上扎，手上黄伞脚上白鞋晃眼睛。,"[0, 2]",男,女
男生也是早上醒来才从手机上看到，马上发回一条：“早安××宝贝，肚子疼”？,"[0, 2]",男,女
男生们也发现拿这事摧毁我是没戏了，也就懒得再迫害下去。,"[0, 2]",男,女
男生们则更关注各种电磁炉、酒精炉的禁用情况。,"[1, 3]",男,女
男生会做的动作我都要会，而且要更好。,"[0, 2]",男,女
男生决定再试一次，在第三关还剩三根口红时遗憾落败，二人失望地离开了口红机。,"[0, 2]",男,女
男生分成几个组练习运球、投篮、灌篮，个个脸上神采飞扬。,"[0, 2]",男,女
男生开心极了，忍不住在现场转圈圈。,"[1, 3]",男,女
男生想做酱油，却没那么幸运。,"[0, 2]",男,女
男生的老，是由内而外的，是与天斗与地斗的声嘶力竭。,"[0, 2]",男,女
男生的麻烦也同样在“不留长发”的“长”，究竟多“长”为度并没有公认的数据标准。,"[0, 2]",男,女
男生真的有需要识别“绿茶”的能力吗？,"[0, 2]",男,女
男生称，想多个技能在社会上多条路，现已认识到错误。,"[0, 2]",男,女
男生穿高领毛衣，外搭一款同色系大衣也很好看，简单又时髦，用羊羔毛机车风外套跟高领毛衣也很配。,"[0, 2]",男,女
男生答应了，事后却用各种托辞一拖再拖。,"[0, 2]",男,女
男生能不能自己打扫卫生做做家务？,"[0, 2]",男,女
男生至今不愿意相信自己被骗。,"[0, 2]",男,女
男生运动量更大，如果上了体育课，爱打篮球就会超过4万步。,"[1, 3]",男,女
男生阅读能力的下降与阅读活动和阅读兴趣的急剧下降有关。,"[0, 2]",男,女
痛心的还有檀园高中一名男生的家人。,"[11, 13]",男,女
目击者拍摄一段视频显示，扭打过程中，这名男生头部似乎受到了打击，不过伤势并不重。,"[20, 22]",男,女
直到六年级的一天，班里一个男生在体活课上磕断了门牙，才让我重新严肃思考起有关牙的问题。,"[13, 15]",男,女
直到有一天上学，早自习上拒交作业的一个男生毫无征兆地冲我大喊：“就不交了，怎么地吧”？,"[19, 21]",男,女
看着男生支支吾吾的样子，现场观众再次哈哈大笑。,"[3, 5]",男,女
督查组到兰州交大北校区男生宿舍内随机测温，即便是窗户朝北的宿舍，也温度适宜，甚至还开了点窗，学生们正在认真学习。,"[11, 13]",男,女
突然间五（4）班十几个男生一下子都冒了出来，七嘴八舌地朝我喊。,"[11, 13]",男,女
突然，铃声响了，几个男生箭一般飞出了教室，急不可耐地冲到了楼下的花丛中，开始寻觅雨后“散步”的蜗牛们。,"[10, 12]",男,女
紧接着男生小合唱《打靶归来》欢快向上，朝气蓬勃。,"[3, 5]",男,女
